sale_id,date,region,tyre_type,tyre_size,units_sold,unit_price,total_sales,revenue,bill_date,price
S09088,2024-04-02,East,Radial,15,53.0,4387.0,232511.0,232511.0,2024-04-02,4387
S09089,2024-01-04,West,Biased,14,145.0,4906.0,711370.0,711370.0,2024-01-04,4906
S09091,2024-07-03,West,Biased,17,54.0,4244.0,229176.0,229176.0,2024-07-03,4244
S09092,2024-06-25,South,Radial,14,103.0,4592.0,472976.0,472976.0,2024-06-25,4592
S09093,2024-06-20,East,Biased,14,119.0,4888.0,581672.0,581672.0,2024-06-20,4888
S09094,2024-03-15,West,Biased,17,106.0,4567.0,484102.0,484102.0,2024-03-15,4567
S09095,2024-01-14,South,Radial,16,127.0,5204.0,660908.0,660908.0,2024-01-14,5204
S09096,2024-05-10,South,Radial,18,101.0,3710.0,374710.0,374710.0,2024-05-10,3710
S09097,2024-04-23,South,Radial,16,67.0,3775.0,252925.0,252925.0,2024-04-23,3775
S09098,2024-03-02,South,Biased,17,113.0,4630.0,523190.0,523190.0,2024-03-02,4630
S09099,2024-04-15,East,Biased,18,59.0,5456.0,321904.0,321904.0,2024-04-15,5456
S09100,2024-03-04,West,Biased,14,72.0,3978.0,286416.0,286416.0,2024-03-04,3978
S09101,2024-04-11,West,Radial,16,131.0,5202.0,681462.0,681462.0,2024-04-11,5202
S09102,2024-06-21,North,Radial,16,117.0,3704.0,433368.0,433368.0,2024-06-21,3704
S09103,2024-04-15,West,Radial,18,101.0,3618.0,365418.0,365418.0,2024-04-15,3618
S09105,2024-01-20,South,Radial,16,96.0,3608.0,346368.0,346368.0,2024-01-20,3608
S09106,2024-02-27,East,Biased,18,119.0,3953.0,470407.0,470407.0,2024-02-27,3953
S09107,2024-04-21,East,Radial,16,75.0,4762.0,357150.0,357150.0,2024-04-21,4762
S09108,2024-02-26,South,Biased,14,119.0,4531.0,539189.0,539189.0,2024-02-26,4531
S09109,2024-07-14,North,Radial,14,148.0,4011.0,593628.0,593628.0,2024-07-14,4011
S09110,2024-04-28,South,Radial,15,92.0,4566.0,420072.0,420072.0,2024-04-28,4566
S09111,2024-04-06,East,Radial,18,118.0,4917.0,580206.0,580206.0,2024-04-06,4917
S09112,2024-04-01,East,Radial,17,112.0,5332.0,597184.0,597184.0,2024-04-01,5332
S09113,2024-02-21,West,Radial,16,127.0,3631.0,461137.0,461137.0,2024-02-21,3631
S09114,2024-02-06,North,Biased,14,115.0,5241.0,602715.0,602715.0,2024-02-06,5241
S09115,2024-01-08,West,Radial,16,112.0,5423.0,607376.0,607376.0,2024-01-08,5423
S09116,2024-02-13,East,Biased,16,62.0,5315.0,329530.0,329530.0,2024-02-13,5315
S09117,2024-04-07,East,Biased,17,100.0,4250.0,425000.0,425000.0,2024-04-07,4250
S09118,2024-05-12,West,Biased,14,54.0,5312.0,286848.0,286848.0,2024-05-12,5312
S09119,2024-04-27,West,Biased,15,96.0,3893.0,373728.0,373728.0,2024-04-27,3893
S09120,2024-03-09,East,Radial,18,85.0,5081.0,431885.0,431885.0,2024-03-09,5081
S09121,2024-06-07,West,Radial,16,85.0,3697.0,314245.0,314245.0,2024-06-07,3697
S09123,2024-05-16,North,Radial,17,105.0,4644.0,487620.0,487620.0,2024-05-16,4644
S09125,2024-02-02,South,Biased,18,69.0,3719.0,256611.0,256611.0,2024-02-02,3719
S09126,2024-05-05,Nort,Radial,14,71.0,4367.0,310057.0,310057.0,2024-05-05,4367
S09128,2024-01-30,West,Biased,16,111.0,3593.0,398823.0,398823.0,2024-01-30,3593
S09129,2024-04-23,West,Radial,18,93.0,4815.0,447795.0,447795.0,2024-04-23,4815
S09130,2024-01-29,South,Radial,15,117.0,3652.0,427284.0,427284.0,2024-01-29,3652
S09131,2024-05-10,West,Biased,16,116.0,4024.0,466784.0,466784.0,2024-05-10,4024
S09133,2024-01-30,North,Biased,18,98.0,4218.0,413364.0,413364.0,2024-01-30,4218
S09134,2024-05-16,South,Biased,16,108.0,4266.0,460728.0,460728.0,2024-05-16,4266
S09135,2024-06-02,North,Radial,14,53.0,4945.0,443617.5,262085.0,2024-06-02,4945
S09136,2024-05-09,South,Biased,18,88.0,4681.0,411928.0,411928.0,2024-05-09,4681
S09137,2024-03-02,North,Radial,17,56.0,4793.0,268408.0,268408.0,2024-03-02,4793
S09138,2024-01-03,East,Radial,14,120.0,4317.0,518040.0,518040.0,2024-01-03,4317
S09139,2024-06-22,East,Radial,18,98.0,5103.0,500094.0,500094.0,2024-06-22,5103
S09140,2024-03-08,South,Biased,18,138.0,3756.0,518328.0,518328.0,2024-03-08,3756
S09141,2024-01-25,East,Biased,16,64.0,4200.0,268800.0,268800.0,2024-01-25,4200
S09143,2024-05-20,South,Biased,18,96.0,4760.0,456960.0,456960.0,2024-05-20,4760
S09144,2024-02-13,East,Biased,17,117.0,5469.0,639873.0,639873.0,2024-02-13,5469
S09145,2024-06-11,East,Biased,14,147.0,3944.0,579768.0,579768.0,2024-06-11,3944
S09146,2024-02-24,South,Biased,16,94.0,5455.0,512770.0,512770.0,2024-02-24,5455
S09147,2024-05-16,East,Biased,15,68.0,5167.0,351356.0,351356.0,2024-05-16,5167
S09148,2024-05-09,East,Biased,18,96.0,3670.0,352320.0,352320.0,2024-05-09,3670
S09149,2024-07-07,South,Biased,15,102.0,3769.0,384438.0,384438.0,2024-07-07,3769
S09150,2024-02-10,East,Biased,18,76.0,4100.0,311600.0,311600.0,2024-02-10,4100
S09151,2024-06-20,Unknown,Radial,16,54.0,5138.0,277452.0,277452.0,2024-06-20,5138
S09152,2024-03-04,East,Biased,16,109.0,4136.0,450824.0,450824.0,2024-03-04,4136
S09153,2024-01-31,East,Radial,16,126.0,3566.0,449316.0,449316.0,2024-01-31,3566
S09154,2024-02-16,West,Radial,16,111.0,4274.0,474414.0,474414.0,2024-02-16,4274
S09156,2024-04-05,West,Radial,14,110.0,5079.0,558690.0,558690.0,2024-04-05,5079
S09157,2024-03-17,West,Biased,18,105.0,4971.0,521955.0,521955.0,2024-03-17,4971
S09158,2024-04-19,North,Radial,14,127.0,3634.0,461518.0,461518.0,2024-04-19,3634
S09159,2024-03-09,West,Radial,18,143.0,5283.0,755469.0,755469.0,2024-03-09,5283
S09161,2024-04-15,North,Biased,14,97.0,4329.0,419913.0,419913.0,2024-04-15,4329
S09162,2024-02-13,East,Radial,14,59.0,3524.0,207916.0,207916.0,2024-02-13,3524
S09163,2024-03-14,East,Radial,17,81.0,3964.0,321084.0,321084.0,2024-03-14,3964
S09164,2024-02-25,West,Biased,16,114.0,3873.0,441522.0,441522.0,2024-02-25,3873
S09165,2024-06-19,North,Biased,17,73.0,3695.0,269735.0,269735.0,2024-06-19,3695
S09166,2024-05-06,East,Biased,14,78.0,4203.0,327834.0,327834.0,2024-05-06,4203
S09167,2024-06-10,North,Biased,14,56.0,5404.0,302624.0,302624.0,2024-06-10,5404
S09168,2024-01-30,South,Biased,17,144.0,3901.0,561744.0,561744.0,2024-01-30,3901
S09169,2024-03-11,South,Biased,18,66.0,3621.0,238986.0,238986.0,2024-03-11,3621
S09170,2024-07-16,South,Biased,16,143.0,4271.0,610753.0,610753.0,2024-07-16,4271
S09171,2024-04-27,South,Biased,18,74.0,5436.0,402264.0,402264.0,2024-04-27,5436
S09174,2024-05-20,South,Biased,16,110.0,4732.0,520520.0,520520.0,2024-05-20,4732
S09176,2024-01-26,East,Radial,16,84.0,5124.0,430416.0,430416.0,2024-01-26,5124
S09177,2024-02-26,North,Biased,15,133.0,4453.0,592249.0,592249.0,2024-02-26,4453
S09178,2024-05-05,West,Biased,15,127.0,5038.0,639826.0,639826.0,2024-05-05,5038
S09179,2024-05-31,South,Biased,14,99.0,4407.0,436293.0,436293.0,2024-05-31,4407
S09180,2024-02-22,East,Biased,15,105.0,5180.0,543900.0,543900.0,2024-02-22,5180
S09181,2024-07-16,East,Radial,17,143.0,5409.0,762528.6400000001,762767.88,2024-07-16,5409
S09182,2024-02-12,South,Radial,18,114.0,5057.0,576498.0,576498.0,2024-02-12,5057
S09183,2024-07-06,South,Biased,17,90.0,4562.0,410580.0,410580.0,2024-07-06,4562
S09184,2024-07-04,West,Radial,17,74.0,5330.0,394420.0,394420.0,2024-07-04,5330
S09185,2024-02-18,West,Biased,18,83.0,4118.0,341794.0,341794.0,2024-02-18,4118
S09186,2024-02-11,South,Radial,17,57.0,5135.0,292695.0,292695.0,2024-02-11,5135
S09187,2024-07-12,South,Radial,17,105.0,5307.0,557235.0,557235.0,2024-07-12,5307
S09188,2024-01-11,South,Biased,17,133.0,4240.0,563920.0,563920.0,2024-01-11,4240
S09189,2024-04-12,South,Biased,15,79.0,4446.0,351234.0,351234.0,2024-04-12,4446
S09190,2024-04-07,East,Radial,18,117.0,5409.0,632853.0,632853.0,2024-04-07,5409
S09191,2024-05-25,West,Biased,18,70.0,4296.0,300720.0,300720.0,2024-05-25,4296
S09192,2024-03-25,South,Radial,18,140.0,3705.0,518700.0,518700.0,2024-03-25,3705
S09193,2024-04-09,South,Biased,17,59.0,4082.0,240838.0,240838.0,2024-04-09,4082
S09194,2024-04-13,East,Biased,15,136.0,5204.0,707744.0,707744.0,2024-04-13,5204
S09195,2024-06-28,North,Biased,18,82.0,4196.0,344072.0,344072.0,2024-06-28,4196
S09196,2024-02-15,South,Biased,16,124.0,3911.0,484964.0,484964.0,2024-02-15,3911
S09197,2024-02-13,East,Biased,18,132.0,4856.0,640992.0,640992.0,2024-02-13,4856
S09198,2024-01-22,East,Biased,14,124.0,3707.0,459668.0,459668.0,2024-01-22,3707
S09199,2024-06-29,North,Biased,16,53.0,3904.0,206912.0,206912.0,2024-06-29,3904
S09200,2024-07-05,West,Radial,18,72.0,3887.0,279864.0,279864.0,2024-07-05,3887
S09201,2024-04-23,West,Biased,17,118.0,5010.0,591180.0,591180.0,2024-04-23,5010
S09202,2024-05-04,West,Radial,18,102.0,4905.0,443617.5,500310.0,2024-05-04,4905
S09203,2024-05-03,South,Biased,15,54.0,4366.0,235764.0,235764.0,2024-05-03,4366
S09204,2024-01-30,West,Radial,15,67.0,5407.0,362269.0,362269.0,2024-01-30,5407
S09206,2024-04-07,South,Biased,17,107.0,3936.0,421152.0,421152.0,2024-04-07,3936
S09207,2024-02-26,East,Radial,17,116.0,4357.0,505412.0,505412.0,2024-02-26,4357
S09208,2024-04-20,West,Biased,17,121.0,4953.0,599313.0,599313.0,2024-04-20,4953
S09209,2024-03-13,West,Biased,18,105.0,5170.0,542850.0,542850.0,2024-03-13,5170
S09210,2024-04-24,Unknown,Biased,18,89.0,5181.0,461109.0,461109.0,2024-04-24,5181
S09211,2024-01-20,South,Biased,14,136.0,3844.0,522784.0,522784.0,2024-01-20,3844
S09213,2024-01-19,West,Radial,16,51.0,4127.0,210477.0,210477.0,2024-01-19,4127
S09214,2024-01-05,South,Biased,16,70.0,4915.0,344050.0,344050.0,2024-01-05,4915
S09215,2024-03-15,South,Radial,15,101.0,3686.0,372286.0,372286.0,2024-03-15,3686
S09217,2024-03-12,North,Radial,15,102.0,4861.0,495822.0,495822.0,2024-03-12,4861
S09219,2024-02-09,West,Radial,14,69.0,4478.0,308982.0,308982.0,2024-02-09,4478
S09220,2024-01-26,North,Radial,17,99.0,5279.0,522621.0,522621.0,2024-01-26,5279
S09222,2024-07-08,South,Radial,16,109.0,4962.0,540858.0,540858.0,2024-07-08,4962
S09223,2024-03-23,East,Biased,18,140.0,4585.0,641900.0,641900.0,2024-03-23,4585
S09224,2024-05-07,West,Radial,18,88.0,5009.0,440792.0,440792.0,2024-05-07,5009
S09225,2024-06-26,West,Biased,15,120.0,4285.0,514200.0,514200.0,2024-06-26,4285
S09226,2024-06-18,West,Radial,18,82.0,5382.0,441324.0,441324.0,2024-06-18,5382
S09227,2024-06-05,East,Radial,14,78.0,5476.0,428844.0,428844.0,2024-06-05,5498
S09228,2024-06-15,East,Biased,18,123.0,4121.0,506883.0,506883.0,2024-06-15,4121
S09229,2024-07-06,South,Radial,14,59.0,5091.0,300369.0,300369.0,2024-07-06,5091
S09230,2024-06-17,North,Biased,14,125.0,3584.0,448000.0,448000.0,2024-06-17,3584
S09231,2024-02-02,North,Radial,16,116.0,4929.0,571764.0,571764.0,2024-02-02,4929
S09232,2024-04-06,North,Biased,18,52.0,5299.0,275548.0,275548.0,2024-04-06,5299
S09233,2024-04-20,South,Biased,16,126.0,4918.0,619668.0,619668.0,2024-04-20,4918
S09234,2024-01-16,North,Radial,18,80.0,5142.0,411360.0,411360.0,2024-01-16,5142
S09235,2024-01-23,East,Radial,14,76.0,5047.0,383572.0,383572.0,2024-01-23,5047
S09236,2024-05-14,East,Radial,18,119.0,3675.0,437325.0,437325.0,2024-05-14,3675
S09237,2024-01-26,West,Radial,16,76.0,3858.0,293208.0,293208.0,2024-01-26,3858
S09238,2024-04-05,North,Biased,17,148.0,4330.0,640840.0,640840.0,2024-04-05,4330
S09239,2024-01-12,East,Biased,16,58.0,5062.0,293596.0,293596.0,2024-01-12,5062
S09240,2024-03-12,West,Biased,17,55.0,3790.0,208450.0,208450.0,2024-03-12,3790
S09241,2024-05-12,North,Biased,15,55.0,3629.0,200853.24,200073.52,2024-05-12,3629
S09242,2024-04-15,Nort,Biased,16,75.0,5262.0,394650.0,394650.0,2024-04-15,5262
S09243,2024-04-26,East,Biased,18,92.0,3978.0,365976.0,365976.0,2024-04-26,3978
S09244,2024-07-15,West,Biased,17,68.0,4147.0,281996.0,281996.0,2024-07-15,4147
S09245,2024-06-25,West,Radial,18,65.0,4031.0,262015.0,262015.0,2024-06-25,4031
S09246,2024-01-26,East,Radial,17,72.0,3763.0,270936.0,270936.0,2024-01-26,3763
S09247,2024-05-12,East,Radial,16,124.0,4458.0,552792.0,552792.0,2024-05-12,4458
S09248,2024-01-22,East,Radial,16,129.0,5359.0,691311.0,691311.0,2024-01-22,5359
S09249,2024-01-13,Nort,Radial,18,78.0,5194.0,405132.0,405132.0,2024-01-13,5194
S09250,2024-06-04,East,Radial,16,87.0,4002.0,348174.0,348174.0,2024-06-04,4002
S09251,2024-06-09,East,Radial,18,108.0,4683.0,505764.0,505764.0,2024-06-09,4683
S09252,2024-04-16,South,Radial,14,97.0,4408.0,427576.0,427576.0,2024-04-16,4408
S09253,2024-01-23,East,Biased,17,69.0,5377.0,371013.0,371013.0,2024-01-23,5377
S09254,2024-04-06,East,Radial,18,70.0,5061.0,354270.0,354270.0,2024-04-06,5061
S09255,2024-01-18,North,Radial,17,77.0,4604.0,354508.0,354508.0,2024-01-18,4604
S09256,2024-04-26,Wst,Radial,14,99.0,4936.0,488664.0,488664.0,2024-04-26,4936
S09257,2024-01-30,North,Biased,17,82.0,3974.0,325868.0,325868.0,2024-01-30,3974
S09258,2024-01-26,South,Radial,18,89.0,4387.0,390443.0,390443.0,2024-01-26,4387
S09259,2024-05-23,East,Biased,16,139.0,3520.24,488863.0,488863.0,2024-05-23,3517
S09260,2024-02-08,East,Biased,17,103.0,4592.0,443617.5,472976.0,2024-02-08,4592
S09262,2024-06-02,East,Biased,14,83.0,3629.0,301207.0,301207.0,2024-06-02,3629
S09263,2024-06-24,East,Radial,15,122.0,4437.0,541314.0,541314.0,2024-06-24,4437
S09264,2024-07-11,East,Radial,16,85.0,5170.0,439450.0,439450.0,2024-07-11,5170
S09265,2024-06-14,South,Radial,18,124.0,4314.0,534936.0,534936.0,2024-06-14,4314
S09266,2024-05-09,East,Biased,14,123.0,5414.0,665922.0,665922.0,2024-05-09,5414
S09267,2024-04-22,East,Radial,18,56.0,5253.0,294168.0,294168.0,2024-04-22,5253
S09268,2024-05-13,East,Radial,18,65.0,4833.0,314145.0,314145.0,2024-05-13,4833
S09269,2024-02-15,South,Radial,17,100.0,5010.0,501000.0,501000.0,2024-02-15,5010
S09270,2024-02-19,East,Biased,14,139.0,3520.24,488446.0,488446.0,2024-02-19,3514
S09271,2024-06-14,South,Biased,14,145.0,5019.0,727755.0,727755.0,2024-06-14,5019
S09272,2024-04-15,North,Biased,16,110.0,4709.0,517990.0,517990.0,2024-04-15,4709
S09274,2024-06-03,Unknown,Radial,18,81.0,4506.0,364986.0,364986.0,2024-06-03,4506
S09275,2024-06-17,South,Radial,16,94.0,4206.0,395364.0,395364.0,2024-06-17,4206
S09276,2024-03-12,North,Biased,16,125.0,4202.0,525250.0,525250.0,2024-03-12,4202
S09277,2024-03-14,South,Radial,18,76.0,4245.0,322620.0,322620.0,2024-03-14,4245
S09279,2024-07-08,North,Radial,17,64.0,4589.0,293696.0,293696.0,2024-07-08,4589
S09280,2024-06-05,East,Radial,18,57.0,4604.0,262428.0,262428.0,2024-06-05,4604
S09281,2024-07-04,East,Biased,14,117.0,5476.0,641628.0,641628.0,2024-07-04,5484
S09282,2024-03-10,South,Biased,15,57.0,3535.0,201495.0,201495.0,2024-03-10,3535
S09283,2024-05-29,North,Radial,17,136.0,4246.0,577456.0,577456.0,2024-05-29,4246
S09284,2024-01-06,Unknown,Biased,15,65.0,3520.24,228540.0,228540.0,2024-01-06,3516
S09285,2024-01-26,South,Radial,16,97.0,4013.0,389261.0,389261.0,2024-01-26,4013
S09286,2024-06-15,West,Radial,16,83.0,3532.0,293156.0,293156.0,2024-06-15,3532
S09287,2024-05-19,North,Radial,18,135.0,3848.0,519480.0,519480.0,2024-05-19,3848
S09288,2024-04-08,West,Radial,18,136.0,4903.0,666808.0,666808.0,2024-04-08,4903
S09289,2024-05-21,West,Biased,18,106.0,4007.0,424742.0,424742.0,2024-05-21,4007
S09290,2024-01-22,South,Radial,17,54.0,4145.0,223830.0,223830.0,2024-01-22,4145
S09291,2024-02-20,North,Radial,15,93.0,4438.0,412734.0,412734.0,2024-02-20,4438
S09293,2024-06-24,East,Biased,15,86.0,4355.0,374530.0,374530.0,2024-06-24,4355
S09294,2024-07-17,South,Radial,17,139.0,4790.0,665810.0,665810.0,2024-07-17,4790
S09295,2024-04-13,East,Biased,15,77.0,4016.0,309232.0,309232.0,2024-04-13,4016
S09296,2024-06-26,East,Biased,15,117.0,4297.0,502749.0,502749.0,2024-06-26,4297
S09297,2024-03-29,West,Biased,18,145.0,5429.0,762528.6400000001,762767.88,2024-03-29,5429
S09298,2024-05-20,West,Biased,15,87.0,3984.0,346608.0,346608.0,2024-05-20,3984
S09299,2024-05-17,North,Biased,15,95.0,4870.0,462650.0,462650.0,2024-05-17,4870
S09300,2024-07-01,West,Biased,15,122.0,5126.0,625372.0,625372.0,2024-07-01,5126
S09301,2024-01-09,East,Biased,14,148.0,4163.0,620287.0,620287.0,2024-01-09,4163
S09303,2024-02-21,North,Radial,16,124.0,3877.0,480748.0,480748.0,2024-02-21,3877
S09304,2024-05-09,South,Biased,15,133.0,5153.0,685349.0,685349.0,2024-05-09,5153
S09305,2024-06-01,West,Biased,18,102.0,4513.0,460326.0,460326.0,2024-06-01,4513
S09306,2024-01-13,North,Biased,18,112.0,4462.0,443617.5,499744.0,2024-01-13,4462
S09307,2024-02-20,East,Radial,18,112.0,4072.0,456064.0,456064.0,2024-02-20,4072
S09308,2024-07-04,North,Biased,16,87.0,3857.0,335559.0,335559.0,2024-07-04,3857
S09310,2024-02-04,South,Radial,15,148.0,4120.0,609760.0,609760.0,2024-02-04,4120
S09311,2024-05-10,East,Biased,16,58.0,5403.0,313374.0,313374.0,2024-05-10,5403
S09312,2024-04-29,East,Radial,18,146.0,5330.0,762528.6400000001,762767.88,2024-04-29,5330
S09313,2024-07-05,West,Biased,16,124.0,4733.0,586892.0,586892.0,2024-07-05,4733
S09314,2024-03-10,East,Biased,16,71.0,5294.0,375874.0,375874.0,2024-03-10,5294
S09315,2024-06-24,North,Biased,16,119.0,4305.0,512295.0,512295.0,2024-06-24,4305
S09316,2024-07-10,East,Radial,18,105.0,4565.0,479325.0,479325.0,2024-07-10,4565
S09318,2024-03-07,North,Radial,14,106.0,3520.24,372272.0,372272.0,2024-03-07,3512
S09319,2024-04-12,South,Biased,15,109.0,5124.0,558516.0,558516.0,2024-04-12,5124
S09320,2024-03-13,West,Biased,15,134.0,5123.0,686482.0,686482.0,2024-03-13,5123
S09321,2024-04-25,West,Biased,16,61.0,4323.0,263703.0,263703.0,2024-04-25,4323
S09322,2024-05-12,South,Biased,17,56.0,3988.0,223328.0,223328.0,2024-05-12,3988
S09323,2024-03-07,Unknown,Biased,18,115.0,4710.0,541650.0,541650.0,2024-03-07,4710
S09324,2024-05-18,West,Radial,14,90.0,4586.0,412740.0,412740.0,2024-05-18,4586
S09325,2024-04-30,South,Biased,14,73.0,4859.0,354707.0,354707.0,2024-04-30,4859
S09326,2024-04-03,South,Biased,16,139.0,4054.0,563506.0,563506.0,2024-04-03,4054
S09328,2024-07-15,West,Radial,18,111.0,5269.0,584859.0,584859.0,2024-07-15,5269
S09329,2024-05-08,West,Biased,18,133.0,3574.0,475342.0,475342.0,2024-05-08,3574
S09330,2024-03-31,West,Biased,18,93.0,4264.0,396552.0,396552.0,2024-03-31,4264
S09331,2024-04-01,West,Biased,16,51.0,4324.0,220524.0,220524.0,2024-04-01,4324
S09333,2024-01-29,South,Radial,16,148.0,5217.0,762528.6400000001,762767.88,2024-01-29,5217
S09334,2024-01-12,East,Biased,16,82.0,3706.0,303892.0,303892.0,2024-01-12,3706
S09335,2024-03-17,South,Radial,14,66.0,4192.0,276672.0,276672.0,2024-03-17,4192
S09336,2024-02-10,West,Radial,18,112.0,5208.0,583296.0,583296.0,2024-02-10,5208
S09337,2024-05-09,West,Radial,15,71.0,4764.0,338244.0,338244.0,2024-05-09,4764
S09338,2024-02-06,East,Radial,18,51.0,4175.0,208750.0,208750.0,2024-02-06,4175
S09339,2024-06-21,North,Biased,17,143.0,4074.0,582582.0,582582.0,2024-06-21,4074
S09340,2024-06-24,West,Biased,17,119.0,4393.0,522767.0,522767.0,2024-06-24,4393
S09341,2024-01-24,North,Radial,18,103.0,4758.0,490074.0,490074.0,2024-01-24,4758
S09342,2024-04-08,South,Radial,18,63.0,3624.0,228312.0,228312.0,2024-04-08,3624
S09343,2024-05-29,East,Radial,16,148.0,3756.0,559644.0,559644.0,2024-05-29,3756
S09344,2024-04-09,North,Biased,15,146.0,4615.0,673790.0,673790.0,2024-04-09,4615
S09345,2024-05-18,North,Radial,16,102.0,4236.0,432072.0,432072.0,2024-05-18,4236
S09346,2024-02-27,West,Radial,14,55.0,5230.0,287650.0,287650.0,2024-02-27,5230
S09347,2024-06-22,North,Radial,14,139.0,5410.0,751990.0,751990.0,2024-06-22,5410
S09348,2024-01-29,North,Radial,17,113.0,4730.0,534490.0,534490.0,2024-01-29,4730
S09349,2024-06-11,South,Radial,17,137.0,4940.0,676780.0,676780.0,2024-06-11,4940
S09350,2024-05-22,East,Biased,15,82.0,3787.0,310534.0,310534.0,2024-05-22,3787
S09351,2024-02-29,West,Radial,17,121.0,4738.0,573298.0,573298.0,2024-02-29,4738
S09352,2024-04-04,West,Biased,14,93.0,5221.0,443617.5,485553.0,2024-04-04,5221
S09353,2024-02-11,North,Biased,15,83.0,4137.0,343371.0,343371.0,2024-02-11,4137
S09354,2024-02-12,South,Biased,14,83.0,5317.0,441311.0,441311.0,2024-02-12,5317
S09355,2024-03-14,North,Biased,18,73.0,4266.0,311418.0,311418.0,2024-03-14,4266
S09356,2024-06-25,North,Biased,18,51.0,4011.0,204561.0,204561.0,2024-06-25,4011
S09357,2024-07-10,Wst,Radial,15,57.0,4072.0,232104.0,232104.0,2024-07-10,4072
S09358,2024-06-08,North,Biased,16,74.0,3867.0,286158.0,286158.0,2024-06-08,3867
S09359,2024-03-04,North,Biased,17,143.0,4924.0,704132.0,704132.0,2024-03-04,4924
S09360,2024-01-02,South,Radial,15,81.0,4724.0,382644.0,382644.0,2024-01-02,4724
S09361,2024-05-31,West,Biased,17,105.0,5104.0,535920.0,535920.0,2024-05-31,5104
S09362,2024-03-06,East,Radial,14,143.0,3784.0,541112.0,541112.0,2024-03-06,3784
S09364,2024-01-31,South,Radial,17,97.0,4145.0,402065.0,402065.0,2024-01-31,4145
S09365,2024-04-24,South,Radial,18,137.0,4250.0,582250.0,582250.0,2024-04-24,4250
S09366,2024-01-26,West,Radial,18,103.0,4263.0,439089.0,439089.0,2024-01-26,4263
S09367,2024-01-29,North,Biased,14,112.0,3860.0,432320.0,432320.0,2024-01-29,3860
S09368,2024-07-13,East,Radial,15,122.0,4710.0,574620.0,574620.0,2024-07-13,4710
S09369,2024-03-18,West,Radial,17,129.0,5006.0,645774.0,645774.0,2024-03-18,5006
S09370,2024-01-25,North,Biased,14,51.0,3870.0,200853.24,200073.52,2024-01-25,3870
S09371,2024-02-17,South,Biased,18,84.0,4544.0,381696.0,381696.0,2024-02-17,4544
S09372,2024-03-05,West,Biased,18,147.0,4440.0,652680.0,652680.0,2024-03-05,4440
S09373,2024-06-29,North,Biased,18,71.0,4440.0,315240.0,315240.0,2024-06-29,4440
S09374,2024-03-07,East,Radial,16,132.0,4354.0,443617.5,574728.0,2024-03-07,4354
S09375,2024-03-30,East,Biased,16,113.0,4302.0,486126.0,486126.0,2024-03-30,4302
S09376,2024-05-25,North,Radial,18,108.0,4831.0,521748.0,521748.0,2024-05-25,4831
S09377,2024-05-16,West,Biased,15,98.0,3545.0,347410.0,347410.0,2024-05-16,3545
S09378,2024-02-07,South,Biased,16,101.0,3693.0,372993.0,372993.0,2024-02-07,3693
S09379,2024-03-27,Nort,Biased,17,70.0,4580.0,320600.0,320600.0,2024-03-27,4580
S09380,2024-05-28,South,Biased,16,61.0,5077.0,309697.0,309697.0,2024-05-28,5077
S09381,2024-03-05,East,Biased,17,60.0,4980.0,298800.0,298800.0,2024-03-05,4980
S09383,2024-01-27,East,Radial,18,132.0,4246.0,560472.0,560472.0,2024-01-27,4246
S09385,2024-05-02,South,Biased,15,63.0,4539.0,285957.0,285957.0,2024-05-02,4539
S09386,2024-07-16,North,Radial,16,82.0,4144.0,339808.0,339808.0,2024-07-16,4144
S09387,2024-02-13,North,Biased,16,126.0,5036.0,634536.0,634536.0,2024-02-13,5036
S09389,2024-01-28,East,Radial,17,63.0,3649.0,229887.0,229887.0,2024-01-28,3649
S09390,2024-06-21,South,Radial,18,137.0,5339.0,731443.0,731443.0,2024-06-21,5339
S09392,2024-05-06,East,Biased,16,114.0,5157.0,587898.0,587898.0,2024-05-06,5157
S09393,2024-05-02,North,Radial,16,95.0,5317.0,505115.0,505115.0,2024-05-02,5317
S09394,2024-06-16,West,Biased,16,104.0,4301.0,447304.0,447304.0,2024-06-16,4301
S09395,2024-05-10,North,Radial,16,143.0,4381.0,626483.0,626483.0,2024-05-10,4381
S09397,2024-07-12,West,Biased,16,123.0,4736.0,582528.0,582528.0,2024-07-12,4736
S09398,2024-02-15,Eest,Biased,16,141.0,3890.0,548490.0,548490.0,2024-02-15,3890
S09399,2024-06-06,South,Biased,17,117.0,3780.0,442260.0,442260.0,2024-06-06,3780
S09400,2024-03-09,South,Biased,16,127.0,5476.0,695452.0,695452.0,2024-03-09,5476
S09401,2024-05-16,South,Radial,16,61.0,5175.0,315675.0,315675.0,2024-05-16,5175
S09403,2024-01-11,East,Radial,16,113.0,4038.0,456294.0,456294.0,2024-01-11,4038
S09404,2024-03-09,West,Radial,16,96.0,3841.0,368736.0,368736.0,2024-03-09,3841
S09405,2024-04-08,South,Biased,18,86.0,4173.0,358878.0,358878.0,2024-04-08,4173
S09406,2024-03-31,West,Radial,14,123.0,5153.0,633819.0,633819.0,2024-03-31,5153
S09407,2024-07-12,East,Biased,17,90.0,4860.0,437400.0,437400.0,2024-07-12,4860
S09408,2024-06-07,North,Biased,18,76.0,4518.0,343368.0,343368.0,2024-06-07,4518
S09409,2024-06-09,East,Radial,15,91.0,4598.0,418418.0,418418.0,2024-06-09,4598
