Sale_ID,Date,Region,Tyre_Type,Tyre_Size,Units_Sold,Unit_Price,Total_Sales
S09015,2024-06-26,South,Radial,14,91.0,3604,327964.0
S09016,2024-06-17,North,Radial,15,103.0,4311,444033.0
S09017,2024-05-25,East,Radial,14,65.0,4465,290225.0
S09018,2024-01-22,West,Biased,17,53.0,4095,217035.0
S09019,2024-03-06,South,Radial,16,108.0,4513,487404.0
S09020,2024-01-21,West,Radial,16,143.0,4039,
S09021,2024-04-09,West,Biased,18,,4802,456190.0
S09022,2024-05-07,West,Radial,16,143.0,3511,502073.0
S09023,2024-02-13,East,Biased,16,148.0,5443,
S09024,2024-04-12,West,Radial,17,62.0,4830,299460.0
S09025,2024-02-16,East,Radial,15,86.0,3863,332218.0
S09026,2024-02-08,East,Radial,15,103.0,4161,428583.0
S09027,2024-01-29,West,Biased,17,98.0,4841,474418.0
S09028,2024-02-23,West,Radial,16,124.0,4037,500588.0
S09029,2024-03-30,North,Radial,14,107.0,4737,506859.0
S09030,2024-03-25,South,Biased,15,68.0,3813,259284.0
S09031,2024-01-17,North,Radial,17,67.0,4978,333526.0
S09032,2024-03-20,South,Radial,14,109.0,4922,536498.0
S09033,2024-07-06,South,RADIAL,16,not available,5275,348150.0
S09034,2024-06-07,,Radial,17,60.0,4745,284700.0
S09035,2024-03-13,North,Radial,15,64.0,4079,261056.0
S09036,2024-02-18,South,Biased,14,121.0,3761,455081.0
S09037,2024-04-10,South,Biased,14,142.0,3995,567290.0
S09038,02/01/2024,South,Biased,15,66.0,4122,272052.0
S09039,2024-06-24,,Radial,14,139.0,3629,504431.0
S09040,2024-05-21,South,Radial,15,54.0,4682,252828.0
S09041,2024-02-28,West,Radial,17,110.0,4291,472010.0
S09042,2024-04-06,West,Radial,18,53.0,4814,255142.0
S09043,2024-04-08,West,Radial,16,105.0,5338,560490.0
S09044,2024-07-04,North,Biased,17,137.0,5066,694042.0
S09045,2024-04-12,North,BIASED,16,124.0,3588,444912.0
S09046,2024-07-04,North,Biased,16,143.0,4467,638781.0
S09047,2024-06-27,South,Radial,15,97.0,4855,470935.0
S09048,2024-01-02,West,Biased,18,97.0,4129,
S09049,10/02/2024,South,Biased,16,84.0,4005,336420.0
S09050,2024-05-02,East,Biased,16,82.0,4653,381546.0
S09051,2024-03-22,East,Biased,17,149.0,3706,552194.0
S09052,2024-05-23,North,Radial,18,70.0,4883,341810.0
S09053,2024-05-11,,Radial,18,54.0,4582,247428.0
S09054,2024-05-19,West,BIASED,16,113.0,4619,521947.0
S09055,2024-01-29,East,Biased,18,118.0,5354,631772.0
S09056,2024-05-14,North,Biased,17,70.0,4769,333830.0
S09057,2024-01-14,South,Biased,15,138.0,4982,687516.0
S09058,2024-01-12,East,Biased,16,123.0,4668,574164.0
S09059,2024-04-08,West,Biased,14,132.0,4833,637956.0
S09060,2024-05-12,West,BIASED,16,81.0,5160,
S09061,2024-03-21,West,Biased,16,67.0,5440,364480.0
S09062,2024-04-15,South,Biased,15,107.0,4033,431531.0
S09063,2024-02-01,West,Radial,14,147.0,4904,720888.0
S09064,2024-03-14,North,Biased,14,128.0,4876,624128.0
S09065,2024-06-19,North,Radial,14,not available,4383,319959.0
S09066,2024-03-21,West,Radial,15,54.0,4450,240300.0
S09067,2024-03-09,East,Biased,18,102.0,3784,385968.0
S09068,2024-02-14,West,Biased,14,145.0,4218,611610.0
S09069,2024-04-15,,Radial,18,122.0,5440,663680.0
S09070,2024-05-16,North,Radial,17,104.0,4001,416104.0
S09071,2024-06-25,North,Biased,15,54.0,3757,202878.0
S09072,09/06/2024,East,Radial,18,118.0,4309,508462.0
S09073,2024-04-09,East,Biased,14,90.0,3551,319590.0
S09074,2024-05-25,East,Biased,14,147.0,4049,
S09075,2024-01-09,North,RADIAL,18,,5422,303632.0
S09076,2024-03-02,South,Biased,18,139.0,4164,578796.0
S09077,2024-07-03,West,Radial,17,50.0,5368,268400.0
S09078,2024-01-29,West,Biased,15,,4739,478639.0
S09079,2024-05-04,North,Biased,16,147.0,4969,730443.0
S09080,2024-04-23,East,Radial,17,75.0,4746,355950.0
S09081,2024-06-01,South,Radial,17,145.0,4154,602330.0
S09082,2024-05-22,South,Biased,17,112.0,4465,500080.0
S09083,2024-05-13,East,Biased,14,not available,4628,282308.0
S09084,2024-04-29,West,Radial,18,119.0,4021,478499.0
S09085,2024-06-18,West,Biased,15,133.0,4468,594244.0
S09086,2024-06-05,South,Radial,14,68.0,5277,358836.0
S09087,2024-03-19,South,Radial,17,129.0,4500,580500.0
S09088,2024-04-02,East,Radial,15,53.0,4387,232511.0
S09089,2024-01-04,West,Biased,14,145.0,4906,711370.0
S09090,22/03/2024,South,Radial,16,not available,4637,607447.0
S09091,2024-07-03,West,Biased,17,54.0,4244,229176.0
S09092,2024-06-25,South,Radial,14,103.0,4592,472976.0
S09093,2024-06-20,East,Biased,14,119.0,4888,581672.0
S09094,2024-03-15,West,Biased,17,106.0,4567,484102.0
S09095,2024-01-14,South,Radial,16,127.0,5204,660908.0
S09096,2024-05-10,South,Radial,18,101.0,3710,374710.0
S09097,2024-04-23,South,Radial,16,67.0,3775,252925.0
S09098,2024-03-02,South,Biased,17,113.0,4630,523190.0
S09099,2024-04-15,East,Biased,18,59.0,5456,321904.0
S09100,2024-03-04,West,Biased,14,72.0,3978,286416.0
S09101,2024-04-11,West,Radial,16,131.0,5202,681462.0
S09102,2024-06-21,North,Radial,16,117.0,3704,433368.0
S09103,2024-04-15,West,Radial,18,101.0,3618,365418.0
S09104,04/07/2024,North,Radial,14,145.0,3985,577825.0
S09105,2024-01-20,South,Radial,16,96.0,3608,346368.0
S09106,2024-02-27,East,Biased,18,119.0,3953,470407.0
S09107,2024-04-21,East,Radial,16,75.0,4762,357150.0
S09108,2024-02-26,South,Biased,14,119.0,4531,539189.0
S09109,2024-07-14,North,RADIAL,14,148.0,4011,593628.0
S09110,2024-04-28,South,Radial,15,92.0,4566,420072.0
S09111,2024-04-06,East,Radial,18,118.0,4917,580206.0
S09112,2024-04-01,East,Radial,17,112.0,5332,597184.0
S09113,2024-02-21,West,Radial,16,127.0,3631,461137.0
S09114,2024-02-06,North,Biased,14,115.0,5241,602715.0
S09115,2024-01-08,West,Radial,16,112.0,5423,607376.0
S09116,2024-02-13,East,Biased,16,62.0,5315,329530.0
S09117,2024-04-07,East,Biased,17,100.0,4250,425000.0
S09118,2024-05-12,West,Biased,14,54.0,5312,286848.0
S09119,2024-04-27,West,Biased,15,96.0,3893,373728.0
S09120,2024-03-09,East,Radial,18,85.0,5081,431885.0
S09121,2024-06-07,West,Radial,16,85.0,3697,314245.0
S09122,2024-02-14,West,Radial,17,,4987,493713.0
S09123,2024-05-16,North,Radial,17,105.0,4644,487620.0
S09124,01/02/2024,East,Radial,18,68.0,4823,327964.0
S09125,2024-02-02,South,Biased,18,69.0,3719,256611.0
S09126,2024-05-05,Nort,Radial,14,71.0,4367,310057.0
S09127,2024-03-07,South,Radial,16,,5324,425920.0
S09128,2024-01-30,West,Biased,16,111.0,3593,398823.0
S09129,2024-04-23,West,Radial,18,93.0,4815,447795.0
S09130,2024-01-29,South,Radial,15,117.0,3652,427284.0
S09131,2024-05-10,West,Biased,16,116.0,4024,466784.0
S09132,03/07/2024,West,Radial,17,138.0,5458,753204.0
S09133,2024-01-30,North,Biased,18,98.0,4218,413364.0
S09134,2024-05-16,South,Biased,16,108.0,4266,460728.0
S09135,2024-06-02,North,Radial,14,53.0,4945,
S09136,2024-05-09,South,Biased,18,88.0,4681,411928.0
S09137,2024-03-02,North,Radial,17,56.0,4793,268408.0
S09138,2024-01-03,East,Radial,14,120.0,4317,518040.0
S09139,2024-06-22,East,Radial,18,98.0,5103,500094.0
S09140,2024-03-08,South,Biased,18,138.0,3756,518328.0
S09141,2024-01-25,East,Biased,16,64.0,4200,268800.0
S09142,2024-06-27,North,Biased,14,not available,4014,224784.0
S09143,2024-05-20,South,Biased,18,96.0,4760,456960.0
S09144,2024-02-13,East,Biased,17,117.0,5469,639873.0
S09145,2024-06-11,East,Biased,14,147.0,3944,579768.0
S09146,2024-02-24,South,Biased,16,94.0,5455,512770.0
S09147,2024-05-16,East,Biased,15,68.0,5167,351356.0
S09148,2024-05-09,East,Biased,18,96.0,3670,352320.0
S09149,2024-07-07,South,Biased,15,102.0,3769,384438.0
S09150,2024-02-10,East,Biased,18,76.0,4100,311600.0
S09151,2024-06-20,,Radial,16,54.0,5138,277452.0
S09152,2024-03-04,East,Biased,16,109.0,4136,450824.0
S09153,2024-01-31,East,Radial,16,126.0,3566,449316.0
S09154,2024-02-16,West,Radial,16,111.0,4274,474414.0
S09155,2024-05-09,South,Radial,14,not available,3507,378756.0
S09156,2024-04-05,West,Radial,14,110.0,5079,558690.0
S09157,2024-03-17,West,Biased,18,105.0,4971,521955.0
S09158,2024-04-19,North,Radial,14,127.0,3634,461518.0
S09159,2024-03-09,West,Radial,18,143.0,5283,755469.0
S09160,2024-02-27,West,Radial,14,,4315,414240.0
S09161,2024-04-15,North,Biased,14,97.0,4329,419913.0
S09162,2024-02-13,East,Radial,14,59.0,3524,207916.0
S09163,2024-03-14,East,Radial,17,81.0,3964,321084.0
S09164,2024-02-25,West,Biased,16,114.0,3873,441522.0
S09165,2024-06-19,North,Biased,17,73.0,3695,269735.0
S09166,2024-05-06,East,Biased,14,78.0,4203,327834.0
S09167,2024-06-10,North,Biased,14,56.0,5404,302624.0
S09168,2024-01-30,South,Biased,17,144.0,3901,561744.0
S09169,2024-03-11,South,Biased,18,66.0,3621,238986.0
S09170,2024-07-16,South,Biased,16,143.0,4271,610753.0
S09171,2024-04-27,South,Biased,18,74.0,5436,402264.0
S09172,24/02/2024,West,Biased,16,141.0,4058,572178.0
S09173,2024-03-07,South,Radial,15,,5409,459765.0
S09174,2024-05-20,South,Biased,16,110.0,4732,520520.0
S09175,2024-01-03,North,Radial,18,not available,4824,578880.0
S09176,2024-01-26,East,Radial,16,84.0,5124,430416.0
S09177,2024-02-26,North,Biased,15,133.0,4453,592249.0
S09178,2024-05-05,West,Biased,15,127.0,5038,639826.0
S09179,2024-05-31,South,Biased,14,99.0,4407,436293.0
S09180,2024-02-22,East,Biased,15,105.0,5180,543900.0
S09181,2024-07-16,East,Radial,17,143.0,5409,773487.0
S09182,2024-02-12,South,Radial,18,114.0,5057,576498.0
S09183,2024-07-06,South,Biased,17,90.0,4562,410580.0
S09184,2024-07-04,West,Radial,17,74.0,5330,394420.0
S09185,2024-02-18,West,Biased,18,83.0,4118,341794.0
S09186,2024-02-11,South,Radial,17,57.0,5135,292695.0
S09187,2024-07-12,South,RADIAL,17,105.0,5307,557235.0
S09188,2024-01-11,South,Biased,17,133.0,4240,563920.0
S09189,2024-04-12,South,Biased,15,79.0,4446,351234.0
S09190,2024-04-07,East,Radial,18,117.0,5409,632853.0
S09191,2024-05-25,West,Biased,18,70.0,4296,300720.0
S09192,2024-03-25,South,RADIAL,18,140.0,3705,518700.0
S09193,2024-04-09,South,Biased,17,59.0,4082,240838.0
S09194,2024-04-13,East,Biased,15,136.0,5204,707744.0
S09195,2024-06-28,North,Biased,18,82.0,4196,344072.0
S09196,2024-02-15,South,Biased,16,124.0,3911,484964.0
S09197,2024-02-13,East,Biased,18,132.0,4856,640992.0
S09198,2024-01-22,East,Biased,14,124.0,3707,459668.0
S09199,2024-06-29,North,BIASED,16,53.0,3904,206912.0
S09200,2024-07-05,West,Radial,18,72.0,3887,279864.0
S09201,2024-04-23,West,Biased,17,118.0,5010,591180.0
S09202,2024-05-04,West,Radial,18,102.0,4905,
S09203,2024-05-03,South,Biased,15,54.0,4366,235764.0
S09204,2024-01-30,West,Radial,15,67.0,5407,362269.0
S09205,08/01/2024,South,Biased,18,66.0,3770,248820.0
S09206,2024-04-07,South,BIASED,17,107.0,3936,421152.0
S09207,2024-02-26,East,Radial,17,116.0,4357,505412.0
S09208,2024-04-20,West,Biased,17,121.0,4953,599313.0
S09209,2024-03-13,West,Biased,18,105.0,5170,542850.0
S09210,2024-04-24,,Biased,18,89.0,5181,461109.0
S09211,2024-01-20,South,Biased,14,136.0,3844,522784.0
S09212,2024-01-25,South,Biased,15,not available,3648,496128.0
S09213,2024-01-19,West,Radial,16,51.0,4127,210477.0
S09214,2024-01-05,South,Biased,16,70.0,4915,344050.0
S09215,2024-03-15,South,RADIAL,15,101.0,3686,372286.0
S09216,2024-05-07,North,Radial,14,not available,3519,256887.0
S09217,2024-03-12,North,Radial,15,102.0,4861,495822.0
S09218,2024-06-03,West,Radial,14,not available,3872,336864.0
S09219,2024-02-09,West,Radial,14,69.0,4478,308982.0
S09220,2024-01-26,North,Radial,17,99.0,5279,522621.0
S09221,2024-01-27,South,Radial,15,,3566,313808.0
S09222,2024-07-08,South,Radial,16,109.0,4962,540858.0
S09223,2024-03-23,East,Biased,18,140.0,4585,641900.0
S09224,2024-05-07,West,Radial,18,88.0,5009,440792.0
S09225,2024-06-26,West,BIASED,15,120.0,4285,514200.0
S09226,2024-06-18,West,Radial,18,82.0,5382,441324.0
S09227,2024-06-05,East,Radial,14,78.0,5498,428844.0
S09228,2024-06-15,East,Biased,18,123.0,4121,506883.0
S09229,2024-07-06,South,Radial,14,59.0,5091,300369.0
S09230,2024-06-17,North,Biased,14,125.0,3584,448000.0
S09231,2024-02-02,North,Radial,16,116.0,4929,571764.0
S09232,2024-04-06,North,Biased,18,52.0,5299,275548.0
S09233,2024-04-20,South,Biased,16,126.0,4918,619668.0
S09234,2024-01-16,North,Radial,18,80.0,5142,411360.0
S09235,2024-01-23,East,RADIAL,14,76.0,5047,383572.0
S09236,2024-05-14,East,Radial,18,119.0,3675,437325.0
S09237,2024-01-26,West,Radial,16,76.0,3858,293208.0
S09238,2024-04-05,North,Biased,17,148.0,4330,640840.0
S09239,2024-01-12,East,Biased,16,58.0,5062,293596.0
S09240,2024-03-12,West,Biased,17,55.0,3790,208450.0
S09241,2024-05-12,North,Biased,15,55.0,3629,199595.0
S09242,2024-04-15,Nort,Biased,16,75.0,5262,394650.0
S09243,2024-04-26,East,Biased,18,92.0,3978,365976.0
S09244,2024-07-15,West,Biased,17,68.0,4147,281996.0
S09245,2024-06-25,West,Radial,18,65.0,4031,262015.0
S09246,2024-01-26,East,Radial,17,72.0,3763,270936.0
S09247,2024-05-12,East,Radial,16,124.0,4458,552792.0
S09248,2024-01-22,East,Radial,16,129.0,5359,691311.0
S09249,2024-01-13,Nort,Radial,18,78.0,5194,405132.0
S09250,2024-06-04,East,Radial,16,87.0,4002,348174.0
S09251,2024-06-09,East,Radial,18,108.0,4683,505764.0
S09252,2024-04-16,South,Radial,14,97.0,4408,427576.0
S09253,2024-01-23,East,Biased,17,69.0,5377,371013.0
S09254,2024-04-06,East,Radial,18,70.0,5061,354270.0
S09255,2024-01-18,North,Radial,17,77.0,4604,354508.0
S09256,2024-04-26,Wst,Radial,14,99.0,4936,488664.0
S09257,2024-01-30,North,Biased,17,82.0,3974,325868.0
S09258,2024-01-26,South,Radial,18,89.0,4387,390443.0
S09259,2024-05-23,East,Biased,16,139.0,3517,488863.0
S09260,2024-02-08,East,Biased,17,103.0,4592,
S09261,09/06/2024,East,Radial,17,59.0,4407,260013.0
S09262,2024-06-02,East,Biased,14,83.0,3629,301207.0
S09263,2024-06-24,East,Radial,15,122.0,4437,541314.0
S09264,2024-07-11,East,Radial,16,85.0,5170,439450.0
S09265,2024-06-14,South,Radial,18,124.0,4314,534936.0
S09266,2024-05-09,East,Biased,14,123.0,5414,665922.0
S09267,2024-04-22,East,Radial,18,56.0,5253,294168.0
S09268,2024-05-13,East,Radial,18,65.0,4833,314145.0
S09269,2024-02-15,South,Radial,17,100.0,5010,501000.0
S09270,2024-02-19,East,Biased,14,139.0,3514,488446.0
S09271,2024-06-14,South,Biased,14,145.0,5019,727755.0
S09272,2024-04-15,North,Biased,16,110.0,4709,517990.0
S09273,2024-05-25,East,Biased,15,not available,4940,395200.0
S09274,2024-06-03,,Radial,18,81.0,4506,364986.0
S09275,2024-06-17,South,Radial,16,94.0,4206,395364.0
S09276,2024-03-12,North,Biased,16,125.0,4202,525250.0
S09277,2024-03-14,South,Radial,18,76.0,4245,322620.0
S09278,2024-01-17,South,Biased,17,,3931,279101.0
S09279,2024-07-08,North,Radial,17,64.0,4589,293696.0
S09280,2024-06-05,East,Radial,18,57.0,4604,262428.0
S09281,2024-07-04,East,Biased,14,117.0,5484,641628.0
S09282,2024-03-10,South,Biased,15,57.0,3535,201495.0
S09283,2024-05-29,North,Radial,17,136.0,4246,577456.0
S09284,2024-01-06,,Biased,15,65.0,3516,228540.0
S09285,2024-01-26,South,Radial,16,97.0,4013,389261.0
S09286,2024-06-15,West,Radial,16,83.0,3532,293156.0
S09287,2024-05-19,North,Radial,18,135.0,3848,519480.0
S09288,2024-04-08,West,Radial,18,136.0,4903,666808.0
S09289,2024-05-21,West,Biased,18,106.0,4007,424742.0
S09290,2024-01-22,South,Radial,17,54.0,4145,223830.0
S09291,2024-02-20,North,Radial,15,93.0,4438,412734.0
S09292,2024-05-30,,Radial,16,,5391,646920.0
S09293,2024-06-24,East,Biased,15,86.0,4355,374530.0
S09294,2024-07-17,South,Radial,17,139.0,4790,665810.0
S09295,2024-04-13,East,Biased,15,77.0,4016,309232.0
S09296,2024-06-26,East,Biased,15,117.0,4297,502749.0
S09297,2024-03-29,West,Biased,18,145.0,5429,787205.0
S09298,2024-05-20,West,Biased,15,87.0,3984,346608.0
S09299,2024-05-17,North,Biased,15,95.0,4870,462650.0
S09300,2024-07-01,West,Biased,15,122.0,5126,625372.0
S09301,2024-01-09,East,Biased,14,149.0,4163,620287.0
S09302,2024-03-19,North,Radial,16,,3942,295650.0
S09303,2024-02-21,North,Radial,16,124.0,3877,480748.0
S09304,2024-05-09,South,Biased,15,133.0,5153,685349.0
S09305,2024-06-01,West,Biased,18,102.0,4513,460326.0
S09306,2024-01-13,North,Biased,18,112.0,4462,
S09307,2024-02-20,East,Radial,18,112.0,4072,456064.0
S09308,2024-07-04,North,Biased,16,87.0,3857,335559.0
S09309,03/02/2024,North,Radial,17,64.0,4037,258368.0
S09310,2024-02-04,South,Radial,15,148.0,4120,609760.0
S09311,2024-05-10,East,Biased,16,58.0,5403,313374.0
S09312,2024-04-29,East,Radial,18,146.0,5330,778180.0
S09313,2024-07-05,West,Biased,16,124.0,4733,586892.0
S09314,2024-03-10,East,Biased,16,71.0,5294,375874.0
S09315,2024-06-24,North,Biased,16,119.0,4305,512295.0
S09316,2024-07-10,East,Radial,18,105.0,4565,479325.0
S09317,26/05/2024,,Biased,17,86.0,4315,371090.0
S09318,2024-03-07,North,Radial,14,106.0,3512,372272.0
S09319,2024-04-12,South,Biased,15,109.0,5124,558516.0
S09320,2024-03-13,West,Biased,15,134.0,5123,686482.0
S09321,2024-04-25,West,Biased,16,61.0,4323,263703.0
S09322,2024-05-12,South,Biased,17,56.0,3988,223328.0
S09323,2024-03-07,,Biased,18,115.0,4710,541650.0
S09324,2024-05-18,West,Radial,14,90.0,4586,412740.0
S09325,2024-04-30,South,Biased,14,73.0,4859,354707.0
S09326,2024-04-03,South,Biased,16,139.0,4054,563506.0
S09327,14/07/2024,South,Biased,16,74.0,4244,314056.0
S09328,2024-07-15,West,Radial,18,111.0,5269,584859.0
S09329,2024-05-08,West,Biased,18,133.0,3574,475342.0
S09330,2024-03-31,West,Biased,18,93.0,4264,396552.0
S09331,2024-04-01,West,Biased,16,51.0,4324,220524.0
S09332,2024-03-03,East,Biased,17,not available,4672,425152.0
S09333,2024-01-29,South,Radial,16,148.0,5217,772116.0
S09334,2024-01-12,East,Biased,16,82.0,3706,303892.0
S09335,2024-03-17,South,Radial,14,66.0,4192,276672.0
S09336,2024-02-10,West,Radial,18,112.0,5208,583296.0
S09337,2024-05-09,West,Radial,15,71.0,4764,338244.0
S09338,2024-02-06,East,Radial,18,50.0,4175,208750.0
S09339,2024-06-21,North,Biased,17,143.0,4074,582582.0
S09340,2024-06-24,West,Biased,17,119.0,4393,522767.0
S09341,2024-01-24,North,Radial,18,103.0,4758,490074.0
S09342,2024-04-08,South,Radial,18,63.0,3624,228312.0
S09343,2024-05-29,East,Radial,16,149.0,3756,559644.0
S09344,2024-04-09,North,Biased,15,146.0,4615,673790.0
S09345,2024-05-18,North,Radial,16,102.0,4236,432072.0
S09346,2024-02-27,West,Radial,14,55.0,5230,287650.0
S09347,2024-06-22,North,Radial,14,139.0,5410,751990.0
S09348,2024-01-29,North,Radial,17,113.0,4730,534490.0
S09349,2024-06-11,South,Radial,17,137.0,4940,676780.0
S09350,2024-05-22,East,Biased,15,82.0,3787,310534.0
S09351,2024-02-29,West,Radial,17,121.0,4738,573298.0
S09352,2024-04-04,West,Biased,14,93.0,5221,
S09353,2024-02-11,North,Biased,15,83.0,4137,343371.0
S09354,2024-02-12,South,Biased,14,83.0,5317,441311.0
S09355,2024-03-14,North,Biased,18,73.0,4266,311418.0
S09356,2024-06-25,North,BIASED,18,51.0,4011,204561.0
S09357,2024-07-10,Wst,Radial,15,57.0,4072,232104.0
S09358,2024-06-08,North,Biased,16,74.0,3867,286158.0
S09359,2024-03-04,North,Biased,17,143.0,4924,704132.0
S09360,2024-01-02,South,Radial,15,81.0,4724,382644.0
S09361,2024-05-31,West,Biased,17,105.0,5104,535920.0
S09362,2024-03-06,East,Radial,14,143.0,3784,541112.0
S09363,2024-06-14,South,Radial,16,,3562,199472.0
S09364,2024-01-31,South,Radial,17,97.0,4145,402065.0
S09365,2024-04-24,South,Radial,18,137.0,4250,582250.0
S09366,2024-01-26,West,Radial,18,103.0,4263,439089.0
S09367,2024-01-29,North,Biased,14,112.0,3860,432320.0
S09368,2024-07-13,East,Radial,15,122.0,4710,574620.0
S09369,2024-03-18,West,Radial,17,129.0,5006,645774.0
S09370,2024-01-25,North,Biased,14,51.0,3870,197370.0
S09371,2024-02-17,South,Biased,18,84.0,4544,381696.0
S09372,2024-03-05,West,Biased,18,147.0,4440,652680.0
S09373,2024-06-29,North,Biased,18,71.0,4440,315240.0
S09374,2024-03-07,East,Radial,16,132.0,4354,
S09375,2024-03-30,East,BIASED,16,113.0,4302,486126.0
S09376,2024-05-25,North,Radial,18,108.0,4831,521748.0
S09377,2024-05-16,West,Biased,15,98.0,3545,347410.0
S09378,2024-02-07,South,Biased,16,101.0,3693,372993.0
S09379,2024-03-27,Nort,Biased,17,70.0,4580,320600.0
S09380,2024-05-28,South,Biased,16,61.0,5077,309697.0
S09381,2024-03-05,East,Biased,17,60.0,4980,298800.0
S09382,28/05/2024,North,Radial,16,103.0,3832,394696.0
S09383,2024-01-27,East,Radial,18,132.0,4246,560472.0
S09384,2024-04-15,South,Radial,17,,4365,519435.0
S09385,2024-05-02,South,Biased,15,63.0,4539,285957.0
S09386,2024-07-16,North,Radial,16,82.0,4144,339808.0
S09387,2024-02-13,North,Biased,16,126.0,5036,634536.0
S09388,09/04/2024,North,Biased,18,75.0,4243,318225.0
S09389,2024-01-28,East,Radial,17,63.0,3649,229887.0
S09390,2024-06-21,South,Radial,18,137.0,5339,731443.0
S09391,2024-01-17,,Biased,17,not available,4505,436985.0
S09392,2024-05-06,East,Biased,16,114.0,5157,587898.0
S09393,2024-05-02,North,Radial,16,95.0,5317,505115.0
S09394,2024-06-16,West,BIASED,16,104.0,4301,447304.0
S09395,2024-05-10,North,Radial,16,143.0,4381,626483.0
S09396,16/03/2024,West,Radial,14,123.0,4325,531975.0
S09397,2024-07-12,West,Biased,16,123.0,4736,582528.0
S09398,2024-02-15,Eest,Biased,16,141.0,3890,548490.0
S09399,2024-06-06,South,Biased,17,117.0,3780,442260.0
S09400,2024-03-09,South,Biased,16,127.0,5476,695452.0
S09401,2024-05-16,South,Radial,16,61.0,5175,315675.0
S09402,2024-03-25,South,Biased,17,,5194,534982.0
S09403,2024-01-11,East,RADIAL,16,113.0,4038,456294.0
S09404,2024-03-09,West,Radial,16,96.0,3841,368736.0
S09405,2024-04-08,South,Biased,18,86.0,4173,358878.0
S09406,2024-03-31,West,Radial,14,123.0,5153,633819.0
S09407,2024-07-12,East,Biased,17,90.0,4860,437400.0
S09408,2024-06-07,North,Biased,18,76.0,4518,343368.0
S09409,2024-06-09,East,RADIAL,15,91.0,4598,418418.0
S09410,2024-06-15,South,Radial,15,125.0,3592,449000.0
S09411,2024-04-03,Nort,Radial,14,135.0,5069,684315.0
S09412,2024-06-22,East,Biased,15,117.0,4519,528723.0
S09413,2024-06-13,East,Biased,14,78.0,3614,281892.0
S09414,2024-04-24,West,Radial,15,85.0,4944,420240.0
S09415,2024-07-06,,Biased,15,106.0,5477,580562.0
S09416,2024-01-31,North,Biased,18,127.0,3612,458724.0
S09417,2024-01-11,Eest,Radial,15,61.0,4891,298351.0
S09418,27/03/2024,South,Biased,14,94.0,4583,430802.0
S09419,2024-04-30,West,Radial,16,69.0,4805,331545.0
S09420,2024-05-09,North,Radial,16,94.0,3736,351184.0
S09421,2024-04-14,North,Radial,16,72.0,4137,297864.0
S09422,2024-01-27,East,Biased,14,111.0,5464,606504.0
S09423,2024-01-02,South,Radial,14,135.0,4568,616680.0
S09424,2024-04-12,West,Radial,16,83.0,5323,441809.0
S09425,2024-04-10,North,Radial,15,70.0,5264,368480.0
S09426,2024-01-21,West,Radial,16,100.0,4720,472000.0
S09427,2024-02-27,East,Biased,17,58.0,4223,244934.0
S09428,2024-05-12,South,Radial,14,123.0,3998,491754.0
S09429,2024-06-28,East,Biased,17,59.0,5106,301254.0
S09430,2024-06-21,West,Radial,17,101.0,5270,532270.0
S09431,2024-03-25,East,Biased,14,94.0,5314,499516.0
S09432,2024-04-02,West,Biased,16,101.0,3948,398748.0
S09433,2024-01-20,North,Biased,18,not available,5202,410958.0
S09434,2024-03-01,North,Biased,17,113.0,3694,417422.0
S09435,2024-02-07,East,Radial,16,146.0,5208,760368.0
S09436,2024-05-27,North,Radial,18,51.0,4718,240618.0
S09437,2024-01-25,West,Biased,17,98.0,4074,399252.0
S09438,2024-05-09,North,Biased,16,145.0,4081,591745.0
S09439,2024-04-30,South,Biased,17,94.0,5258,
S09440,2024-06-08,South,Radial,16,66.0,3809,251394.0
S09441,2024-01-26,East,Biased,15,77.0,5318,409486.0
S09442,2024-07-16,East,Biased,15,94.0,5384,506096.0
S09443,2024-06-17,East,Radial,14,66.0,4090,269940.0
S09444,2024-03-07,East,Radial,18,108.0,4047,437076.0
S09445,2024-01-01,West,Radial,17,63.0,3888,244944.0
S09446,2024-02-20,West,Radial,17,not available,5230,308570.0
S09447,05/01/2024,South,Radial,16,147.0,4958,728826.0
S09448,2024-01-13,West,Radial,18,127.0,5252,667004.0
S09449,2024-05-26,North,Biased,17,130.0,4299,558870.0
S09450,2024-05-19,South,Biased,18,135.0,4160,561600.0
S09451,2024-02-17,East,Radial,18,67.0,5019,336273.0
S09452,2024-06-01,East,Biased,15,84.0,4284,359856.0
S09453,2024-02-26,West,Radial,17,97.0,4724,458228.0
S09454,2024-04-24,South,Biased,17,107.0,5189,555223.0
S09455,2024-02-04,,Radial,14,67.0,4033,270211.0
S09456,2024-03-16,West,Radial,18,101.0,3796,383396.0
S09457,2024-04-03,West,Biased,16,79.0,5017,396343.0
S09458,2024-01-05,South,Biased,15,86.0,4326,372036.0
S09459,2024-01-22,East,Radial,14,89.0,4226,376114.0
S09460,2024-04-12,North,RADIAL,15,55.0,3830,
S09461,2024-07-03,East,Radial,16,128.0,4133,529024.0
S09462,2024-06-23,South,Radial,14,84.0,5301,445284.0
S09463,2024-06-30,East,Radial,15,75.0,4354,326550.0
S09464,2024-05-10,East,Radial,16,140.0,4784,669760.0
S09465,2024-05-03,North,Biased,14,79.0,4578,361662.0
S09466,2024-02-22,East,Biased,16,124.0,4805,595820.0
